"","cty","STATE","FIPS","staTeabb","county","matchfield"
"386","Union","Florida","12125","FL","UNION","UNION FL"
"387","Volusia","Florida","12127","FL","VOLUSIA","VOLUSIA FL"
"388","Wakulla","Florida","12129","FL","WAKULLA","WAKULLA FL"
"389","Walton","Florida","12131","FL","WALTON","WALTON FL"
"390","Washington","Florida","12133","FL","WASHINGTON","WASHINGTON FL"
"391","Appling","Georgia","13001","GA","APPLING","APPLING GA"
"392","Atkinson","Georgia","13003","GA","ATKINSON","ATKINSON GA"
"393","Bacon","Georgia","13005","GA","BACON","BACON GA"
"394","Baker","Georgia","13007","GA","BAKER","BAKER GA"
"395","Baldwin","Georgia","13009","GA","BALDWIN","BALDWIN GA"
"396","Banks","Georgia","13011","GA","BANKS","BANKS GA"
"397","Barrow","Georgia","13013","GA","BARROW","BARROW GA"
"398","Bartow","Georgia","13015","GA","BARTOW","BARTOW GA"
"399","Ben Hill","Georgia","13017","GA","BEN HILL","BEN HILL GA"
"400","Berrien","Georgia","13019","GA","BERRIEN","BERRIEN GA"
"401","Bibb","Georgia","13021","GA","BIBB","BIBB GA"
"402","Bleckley","Georgia","13023","GA","BLECKLEY","BLECKLEY GA"
"403","Brantley","Georgia","13025","GA","BRANTLEY","BRANTLEY GA"
"404","Brooks","Georgia","13027","GA","BROOKS","BROOKS GA"
"405","Bryan","Georgia","13029","GA","BRYAN","BRYAN GA"
"406","Bulloch","Georgia","13031","GA","BULLOCH","BULLOCH GA"
"407","Burke","Georgia","13033","GA","BURKE","BURKE GA"
"408","Butts","Georgia","13035","GA","BUTTS","BUTTS GA"
"409","Calhoun","Georgia","13037","GA","CALHOUN","CALHOUN GA"
"410","Camden","Georgia","13039","GA","CAMDEN","CAMDEN GA"
"411","Candler","Georgia","13043","GA","CANDLER","CANDLER GA"
"412","Carroll","Georgia","13045","GA","CARROLL","CARROLL GA"
"413","Catoosa","Georgia","13047","GA","CATOOSA","CATOOSA GA"
"414","Charlton","Georgia","13049","GA","CHARLTON","CHARLTON GA"
"415","Chatham","Georgia","13051","GA","CHATHAM","CHATHAM GA"
"416","Chattahoochee","Georgia","13053","GA","CHATTAHOOCHEE","CHATTAHOOCHEE GA"
"417","Chattooga","Georgia","13055","GA","CHATTOOGA","CHATTOOGA GA"
"418","Cherokee","Georgia","13057","GA","CHEROKEE","CHEROKEE GA"
"419","Clarke","Georgia","13059","GA","CLARKE","CLARKE GA"
"420","Clay","Georgia","13061","GA","CLAY","CLAY GA"
"421","Clayton","Georgia","13063","GA","CLAYTON","CLAYTON GA"
"422","Clinch","Georgia","13065","GA","CLINCH","CLINCH GA"
"423","Cobb","Georgia","13067","GA","COBB","COBB GA"
"424","Coffee","Georgia","13069","GA","COFFEE","COFFEE GA"
"425","Colquitt","Georgia","13071","GA","COLQUITT","COLQUITT GA"
"426","Columbia","Georgia","13073","GA","COLUMBIA","COLUMBIA GA"
"427","Cook","Georgia","13075","GA","COOK","COOK GA"
"428","Coweta","Georgia","13077","GA","COWETA","COWETA GA"
"429","Crawford","Georgia","13079","GA","CRAWFORD","CRAWFORD GA"
"430","Crisp","Georgia","13081","GA","CRISP","CRISP GA"
"431","Dade","Georgia","13083","GA","DADE","DADE GA"
"432","Dawson","Georgia","13085","GA","DAWSON","DAWSON GA"
"433","Decatur","Georgia","13087","GA","DECATUR","DECATUR GA"
"434","DeKalb","Georgia","13089","GA","DEKALB","DEKALB GA"
"435","Dodge","Georgia","13091","GA","DODGE","DODGE GA"
"436","Dooly","Georgia","13093","GA","DOOLY","DOOLY GA"
"437","Dougherty","Georgia","13095","GA","DOUGHERTY","DOUGHERTY GA"
"438","Douglas","Georgia","13097","GA","DOUGLAS","DOUGLAS GA"
"439","Early","Georgia","13099","GA","EARLY","EARLY GA"
"440","Echols","Georgia","13101","GA","ECHOLS","ECHOLS GA"
"441","Effingham","Georgia","13103","GA","EFFINGHAM","EFFINGHAM GA"
"442","Elbert","Georgia","13105","GA","ELBERT","ELBERT GA"
"443","Emanuel","Georgia","13107","GA","EMANUEL","EMANUEL GA"
"444","Evans","Georgia","13109","GA","EVANS","EVANS GA"
"445","Fannin","Georgia","13111","GA","FANNIN","FANNIN GA"
"446","Fayette","Georgia","13113","GA","FAYETTE","FAYETTE GA"
"447","Floyd","Georgia","13115","GA","FLOYD","FLOYD GA"
"448","Forsyth","Georgia","13117","GA","FORSYTH","FORSYTH GA"
"449","Franklin","Georgia","13119","GA","FRANKLIN","FRANKLIN GA"
"450","Fulton","Georgia","13121","GA","FULTON","FULTON GA"
"451","Gilmer","Georgia","13123","GA","GILMER","GILMER GA"
"452","Glascock","Georgia","13125","GA","GLASCOCK","GLASCOCK GA"
"453","Glynn","Georgia","13127","GA","GLYNN","GLYNN GA"
"454","Gordon","Georgia","13129","GA","GORDON","GORDON GA"
"455","Grady","Georgia","13131","GA","GRADY","GRADY GA"
"456","Greene","Georgia","13133","GA","GREENE","GREENE GA"
"457","Gwinnett","Georgia","13135","GA","GWINNETT","GWINNETT GA"
"458","Habersham","Georgia","13137","GA","HABERSHAM","HABERSHAM GA"
"459","Hall","Georgia","13139","GA","HALL","HALL GA"
"460","Hancock","Georgia","13141","GA","HANCOCK","HANCOCK GA"
"461","Haralson","Georgia","13143","GA","HARALSON","HARALSON GA"
"462","Harris","Georgia","13145","GA","HARRIS","HARRIS GA"
"463","Hart","Georgia","13147","GA","HART","HART GA"
"464","Heard","Georgia","13149","GA","HEARD","HEARD GA"
"465","Henry","Georgia","13151","GA","HENRY","HENRY GA"
"466","Houston","Georgia","13153","GA","HOUSTON","HOUSTON GA"
"467","Irwin","Georgia","13155","GA","IRWIN","IRWIN GA"
"468","Jackson","Georgia","13157","GA","JACKSON","JACKSON GA"
"469","Jasper","Georgia","13159","GA","JASPER","JASPER GA"
"470","Jeff Davis","Georgia","13161","GA","JEFF DAVIS","JEFF DAVIS GA"
"471","Jefferson","Georgia","13163","GA","JEFFERSON","JEFFERSON GA"
"472","Jenkins","Georgia","13165","GA","JENKINS","JENKINS GA"
"473","Johnson","Georgia","13167","GA","JOHNSON","JOHNSON GA"
"474","Jones","Georgia","13169","GA","JONES","JONES GA"
"475","Lamar","Georgia","13171","GA","LAMAR","LAMAR GA"
"476","Lanier","Georgia","13173","GA","LANIER","LANIER GA"
"477","Laurens","Georgia","13175","GA","LAURENS","LAURENS GA"
"478","Lee","Georgia","13177","GA","LEE","LEE GA"
"479","Liberty","Georgia","13179","GA","LIBERTY","LIBERTY GA"
"480","Lincoln","Georgia","13181","GA","LINCOLN","LINCOLN GA"
"481","Long","Georgia","13183","GA","LONG","LONG GA"
"482","Lowndes","Georgia","13185","GA","LOWNDES","LOWNDES GA"
"483","Lumpkin","Georgia","13187","GA","LUMPKIN","LUMPKIN GA"
"484","McDuffie","Georgia","13189","GA","MCDUFFIE","MCDUFFIE GA"
"485","McIntosh","Georgia","13191","GA","MCINTOSH","MCINTOSH GA"
"486","Macon","Georgia","13193","GA","MACON","MACON GA"
"487","Madison","Georgia","13195","GA","MADISON","MADISON GA"
"488","Marion","Georgia","13197","GA","MARION","MARION GA"
"489","Meriwether","Georgia","13199","GA","MERIWETHER","MERIWETHER GA"
"490","Miller","Georgia","13201","GA","MILLER","MILLER GA"
"491","Mitchell","Georgia","13205","GA","MITCHELL","MITCHELL GA"
"492","Monroe","Georgia","13207","GA","MONROE","MONROE GA"
"493","Montgomery","Georgia","13209","GA","MONTGOMERY","MONTGOMERY GA"
"494","Morgan","Georgia","13211","GA","MORGAN","MORGAN GA"
"495","Murray","Georgia","13213","GA","MURRAY","MURRAY GA"
"496","Muscogee","Georgia","13215","GA","MUSCOGEE","MUSCOGEE GA"
"497","Newton","Georgia","13217","GA","NEWTON","NEWTON GA"
"498","Oconee","Georgia","13219","GA","OCONEE","OCONEE GA"
"499","Oglethorpe","Georgia","13221","GA","OGLETHORPE","OGLETHORPE GA"
"500","Paulding","Georgia","13223","GA","PAULDING","PAULDING GA"
"501","Peach","Georgia","13225","GA","PEACH","PEACH GA"
"502","Pickens","Georgia","13227","GA","PICKENS","PICKENS GA"
"503","Pierce","Georgia","13229","GA","PIERCE","PIERCE GA"
"504","Pike","Georgia","13231","GA","PIKE","PIKE GA"
"505","Polk","Georgia","13233","GA","POLK","POLK GA"
"506","Pulaski","Georgia","13235","GA","PULASKI","PULASKI GA"
"507","Putnam","Georgia","13237","GA","PUTNAM","PUTNAM GA"
"508","Quitman","Georgia","13239","GA","QUITMAN","QUITMAN GA"
"509","Rabun","Georgia","13241","GA","RABUN","RABUN GA"
"510","Randolph","Georgia","13243","GA","RANDOLPH","RANDOLPH GA"
"511","Richmond","Georgia","13245","GA","RICHMOND","RICHMOND GA"
"512","Rockdale","Georgia","13247","GA","ROCKDALE","ROCKDALE GA"
"513","Schley","Georgia","13249","GA","SCHLEY","SCHLEY GA"
"514","Screven","Georgia","13251","GA","SCREVEN","SCREVEN GA"
"515","Seminole","Georgia","13253","GA","SEMINOLE","SEMINOLE GA"
"516","Spalding","Georgia","13255","GA","SPALDING","SPALDING GA"
"517","Stephens","Georgia","13257","GA","STEPHENS","STEPHENS GA"
"518","Stewart","Georgia","13259","GA","STEWART","STEWART GA"
"519","Sumter","Georgia","13261","GA","SUMTER","SUMTER GA"
"520","Talbot","Georgia","13263","GA","TALBOT","TALBOT GA"
"521","Taliaferro","Georgia","13265","GA","TALIAFERRO","TALIAFERRO GA"
"522","Tattnall","Georgia","13267","GA","TATTNALL","TATTNALL GA"
"523","Taylor","Georgia","13269","GA","TAYLOR","TAYLOR GA"
"524","Telfair","Georgia","13271","GA","TELFAIR","TELFAIR GA"
"525","Terrell","Georgia","13273","GA","TERRELL","TERRELL GA"
"526","Thomas","Georgia","13275","GA","THOMAS","THOMAS GA"
"527","Tift","Georgia","13277","GA","TIFT","TIFT GA"
"528","Toombs","Georgia","13279","GA","TOOMBS","TOOMBS GA"
"529","Towns","Georgia","13281","GA","TOWNS","TOWNS GA"
"530","Treutlen","Georgia","13283","GA","TREUTLEN","TREUTLEN GA"
"531","Troup","Georgia","13285","GA","TROUP","TROUP GA"
"532","Turner","Georgia","13287","GA","TURNER","TURNER GA"
"533","Twiggs","Georgia","13289","GA","TWIGGS","TWIGGS GA"
"534","Union","Georgia","13291","GA","UNION","UNION GA"
"535","Upson","Georgia","13293","GA","UPSON","UPSON GA"
"536","Walker","Georgia","13295","GA","WALKER","WALKER GA"
"537","Walton","Georgia","13297","GA","WALTON","WALTON GA"
"538","Ware","Georgia","13299","GA","WARE","WARE GA"
"539","Warren","Georgia","13301","GA","WARREN","WARREN GA"
"540","Washington","Georgia","13303","GA","WASHINGTON","WASHINGTON GA"
"541","Wayne","Georgia","13305","GA","WAYNE","WAYNE GA"
"542","Webster","Georgia","13307","GA","WEBSTER","WEBSTER GA"
"543","Wheeler","Georgia","13309","GA","WHEELER","WHEELER GA"
"544","White","Georgia","13311","GA","WHITE","WHITE GA"
"545","Whitfield","Georgia","13313","GA","WHITFIELD","WHITFIELD GA"
"546","Wilcox","Georgia","13315","GA","WILCOX","WILCOX GA"
"547","Wilkes","Georgia","13317","GA","WILKES","WILKES GA"
"548","Wilkinson","Georgia","13319","GA","WILKINSON","WILKINSON GA"
"549","Worth","Georgia","13321","GA","WORTH","WORTH GA"
"550","Ada","Idaho","16001","ID","ADA","ADA ID"
"551","Adams","Idaho","16003","ID","ADAMS","ADAMS ID"
"552","Bannock","Idaho","16005","ID","BANNOCK","BANNOCK ID"
"553","Bear Lake","Idaho","16007","ID","BEAR LAKE","BEAR LAKE ID"
"554","Benewah","Idaho","16009","ID","BENEWAH","BENEWAH ID"
"555","Bingham","Idaho","16011","ID","BINGHAM","BINGHAM ID"
"556","Blaine","Idaho","16013","ID","BLAINE","BLAINE ID"
"557","Boise","Idaho","16015","ID","BOISE","BOISE ID"
"558","Bonner","Idaho","16017","ID","BONNER","BONNER ID"
"559","Bonneville","Idaho","16019","ID","BONNEVILLE","BONNEVILLE ID"
"560","Boundary","Idaho","16021","ID","BOUNDARY","BOUNDARY ID"
"561","Butte","Idaho","16023","ID","BUTTE","BUTTE ID"
"562","Camas","Idaho","16025","ID","CAMAS","CAMAS ID"
"563","Canyon","Idaho","16027","ID","CANYON","CANYON ID"
"564","Caribou","Idaho","16029","ID","CARIBOU","CARIBOU ID"
"565","Cassia","Idaho","16031","ID","CASSIA","CASSIA ID"
"566","Clark","Idaho","16033","ID","CLARK","CLARK ID"
"567","Clearwater","Idaho","16035","ID","CLEARWATER","CLEARWATER ID"
"568","Custer","Idaho","16037","ID","CUSTER","CUSTER ID"
"569","Elmore","Idaho","16039","ID","ELMORE","ELMORE ID"
"570","Franklin","Idaho","16041","ID","FRANKLIN","FRANKLIN ID"
"571","Fremont","Idaho","16043","ID","FREMONT","FREMONT ID"
"572","Gem","Idaho","16045","ID","GEM","GEM ID"
"573","Gooding","Idaho","16047","ID","GOODING","GOODING ID"
"574","Idaho","Idaho","16049","ID","IDAHO","IDAHO ID"
"575","Jefferson","Idaho","16051","ID","JEFFERSON","JEFFERSON ID"
"576","Jerome","Idaho","16053","ID","JEROME","JEROME ID"
"577","Kootenai","Idaho","16055","ID","KOOTENAI","KOOTENAI ID"
"578","Latah","Idaho","16057","ID","LATAH","LATAH ID"
"579","Lemhi","Idaho","16059","ID","LEMHI","LEMHI ID"
"580","Lewis","Idaho","16061","ID","LEWIS","LEWIS ID"
"581","Lincoln","Idaho","16063","ID","LINCOLN","LINCOLN ID"
"582","Madison","Idaho","16065","ID","MADISON","MADISON ID"
"583","Minidoka","Idaho","16067","ID","MINIDOKA","MINIDOKA ID"
"584","Nez Perce","Idaho","16069","ID","NEZ PERCE","NEZ PERCE ID"
"585","Oneida","Idaho","16071","ID","ONEIDA","ONEIDA ID"
"586","Owyhee","Idaho","16073","ID","OWYHEE","OWYHEE ID"
"587","Payette","Idaho","16075","ID","PAYETTE","PAYETTE ID"
"588","Power","Idaho","16077","ID","POWER","POWER ID"
"589","Shoshone","Idaho","16079","ID","SHOSHONE","SHOSHONE ID"
"590","Teton","Idaho","16081","ID","TETON","TETON ID"
"591","Twin Falls","Idaho","16083","ID","TWIN FALLS","TWIN FALLS ID"
"592","Valley","Idaho","16085","ID","VALLEY","VALLEY ID"
"593","Washington","Idaho","16087","ID","WASHINGTON","WASHINGTON ID"
"594","Adams","Illinois","17001","IL","ADAMS","ADAMS IL"
"595","Alexander","Illinois","17003","IL","ALEXANDER","ALEXANDER IL"
"596","Bond","Illinois","17005","IL","BOND","BOND IL"
"597","Boone","Illinois","17007","IL","BOONE","BOONE IL"
"598","Brown","Illinois","17009","IL","BROWN","BROWN IL"
"599","Bureau","Illinois","17011","IL","BUREAU","BUREAU IL"
"600","Calhoun","Illinois","17013","IL","CALHOUN","CALHOUN IL"
"601","Carroll","Illinois","17015","IL","CARROLL","CARROLL IL"
"602","Cass","Illinois","17017","IL","CASS","CASS IL"
"603","Champaign","Illinois","17019","IL","CHAMPAIGN","CHAMPAIGN IL"
"604","Christian","Illinois","17021","IL","CHRISTIAN","CHRISTIAN IL"
"605","Clark","Illinois","17023","IL","CLARK","CLARK IL"
"606","Clay","Illinois","17025","IL","CLAY","CLAY IL"
"607","Clinton","Illinois","17027","IL","CLINTON","CLINTON IL"
"608","Coles","Illinois","17029","IL","COLES","COLES IL"
"609","Cook","Illinois","17031","IL","COOK","COOK IL"
"610","Crawford","Illinois","17033","IL","CRAWFORD","CRAWFORD IL"
"611","Cumberland","Illinois","17035","IL","CUMBERLAND","CUMBERLAND IL"
"612","DeKalb","Illinois","17037","IL","DEKALB","DEKALB IL"
"613","De Witt","Illinois","17039","IL","DE WITT","DE WITT IL"
"614","Douglas","Illinois","17041","IL","DOUGLAS","DOUGLAS IL"
"615","DuPage","Illinois","17043","IL","DUPAGE","DUPAGE IL"
"616","Edgar","Illinois","17045","IL","EDGAR","EDGAR IL"
"617","Edwards","Illinois","17047","IL","EDWARDS","EDWARDS IL"
"618","Effingham","Illinois","17049","IL","EFFINGHAM","EFFINGHAM IL"
"619","Fayette","Illinois","17051","IL","FAYETTE","FAYETTE IL"
"620","Ford","Illinois","17053","IL","FORD","FORD IL"
"621","Franklin","Illinois","17055","IL","FRANKLIN","FRANKLIN IL"
"622","Fulton","Illinois","17057","IL","FULTON","FULTON IL"
"623","Gallatin","Illinois","17059","IL","GALLATIN","GALLATIN IL"
"624","Greene","Illinois","17061","IL","GREENE","GREENE IL"
"625","Grundy","Illinois","17063","IL","GRUNDY","GRUNDY IL"
"626","Hamilton","Illinois","17065","IL","HAMILTON","HAMILTON IL"
"627","Hancock","Illinois","17067","IL","HANCOCK","HANCOCK IL"
"628","Hardin","Illinois","17069","IL","HARDIN","HARDIN IL"
"629","Henderson","Illinois","17071","IL","HENDERSON","HENDERSON IL"
"630","Henry","Illinois","17073","IL","HENRY","HENRY IL"
"631","Iroquois","Illinois","17075","IL","IROQUOIS","IROQUOIS IL"
"632","Jackson","Illinois","17077","IL","JACKSON","JACKSON IL"
"633","Jasper","Illinois","17079","IL","JASPER","JASPER IL"
"634","Jefferson","Illinois","17081","IL","JEFFERSON","JEFFERSON IL"
"635","Jersey","Illinois","17083","IL","JERSEY","JERSEY IL"
"636","Jo Daviess","Illinois","17085","IL","JO DAVIESS","JO DAVIESS IL"
"637","Johnson","Illinois","17087","IL","JOHNSON","JOHNSON IL"
"638","Kane","Illinois","17089","IL","KANE","KANE IL"
"639","Kankakee","Illinois","17091","IL","KANKAKEE","KANKAKEE IL"
"640","Kendall","Illinois","17093","IL","KENDALL","KENDALL IL"
"641","Knox","Illinois","17095","IL","KNOX","KNOX IL"
"642","Lake","Illinois","17097","IL","LAKE","LAKE IL"
"643","La Salle","Illinois","17099","IL","LA SALLE","LA SALLE IL"
"644","Lawrence","Illinois","17101","IL","LAWRENCE","LAWRENCE IL"
"645","Lee","Illinois","17103","IL","LEE","LEE IL"
"646","Livingston","Illinois","17105","IL","LIVINGSTON","LIVINGSTON IL"
"647","Logan","Illinois","17107","IL","LOGAN","LOGAN IL"
"648","McDonough","Illinois","17109","IL","MCDONOUGH","MCDONOUGH IL"
"649","McHenry","Illinois","17111","IL","MCHENRY","MCHENRY IL"
"650","McLean","Illinois","17113","IL","MCLEAN","MCLEAN IL"
"651","Macon","Illinois","17115","IL","MACON","MACON IL"
"652","Macoupin","Illinois","17117","IL","MACOUPIN","MACOUPIN IL"
"653","Madison","Illinois","17119","IL","MADISON","MADISON IL"
"654","Marion","Illinois","17121","IL","MARION","MARION IL"
"655","Marshall","Illinois","17123","IL","MARSHALL","MARSHALL IL"
"656","Mason","Illinois","17125","IL","MASON","MASON IL"
"657","Massac","Illinois","17127","IL","MASSAC","MASSAC IL"
"658","Menard","Illinois","17129","IL","MENARD","MENARD IL"
"659","Mercer","Illinois","17131","IL","MERCER","MERCER IL"
"660","Monroe","Illinois","17133","IL","MONROE","MONROE IL"
"661","Montgomery","Illinois","17135","IL","MONTGOMERY","MONTGOMERY IL"
"662","Morgan","Illinois","17137","IL","MORGAN","MORGAN IL"
"663","Moultrie","Illinois","17139","IL","MOULTRIE","MOULTRIE IL"
"664","Ogle","Illinois","17141","IL","OGLE","OGLE IL"
"665","Peoria","Illinois","17143","IL","PEORIA","PEORIA IL"
"666","Perry","Illinois","17145","IL","PERRY","PERRY IL"
"667","Piatt","Illinois","17147","IL","PIATT","PIATT IL"
"668","Pike","Illinois","17149","IL","PIKE","PIKE IL"
"669","Pope","Illinois","17151","IL","POPE","POPE IL"
"670","Pulaski","Illinois","17153","IL","PULASKI","PULASKI IL"
"671","Putnam","Illinois","17155","IL","PUTNAM","PUTNAM IL"
"672","Randolph","Illinois","17157","IL","RANDOLPH","RANDOLPH IL"
"673","Richland","Illinois","17159","IL","RICHLAND","RICHLAND IL"
"674","Rock Island","Illinois","17161","IL","ROCK ISLAND","ROCK ISLAND IL"
"675","St. Clair","Illinois","17163","IL","ST. CLAIR","SAINT CLAIR IL"
"676","Saline","Illinois","17165","IL","SALINE","SALINE IL"
"677","Sangamon","Illinois","17167","IL","SANGAMON","SANGAMON IL"
"678","Schuyler","Illinois","17169","IL","SCHUYLER","SCHUYLER IL"
"679","Scott","Illinois","17171","IL","SCOTT","SCOTT IL"
"680","Shelby","Illinois","17173","IL","SHELBY","SHELBY IL"
"681","Stark","Illinois","17175","IL","STARK","STARK IL"
"682","Stephenson","Illinois","17177","IL","STEPHENSON","STEPHENSON IL"
"683","Tazewell","Illinois","17179","IL","TAZEWELL","TAZEWELL IL"
"684","Union","Illinois","17181","IL","UNION","UNION IL"
"685","Vermilion","Illinois","17183","IL","VERMILION","VERMILION IL"
"686","Wabash","Illinois","17185","IL","WABASH","WABASH IL"
"687","Warren","Illinois","17187","IL","WARREN","WARREN IL"
"688","Washington","Illinois","17189","IL","WASHINGTON","WASHINGTON IL"
"689","Wayne","Illinois","17191","IL","WAYNE","WAYNE IL"
"690","White","Illinois","17193","IL","WHITE","WHITE IL"
"691","Whiteside","Illinois","17195","IL","WHITESIDE","WHITESIDE IL"
"692","Will","Illinois","17197","IL","WILL","WILL IL"
"693","Williamson","Illinois","17199","IL","WILLIAMSON","WILLIAMSON IL"
"694","Winnebago","Illinois","17201","IL","WINNEBAGO","WINNEBAGO IL"
"695","Woodford","Illinois","17203","IL","WOODFORD","WOODFORD IL"
"696","Adams","Indiana","18001","IN","ADAMS","ADAMS IN"
"697","Allen","Indiana","18003","IN","ALLEN","ALLEN IN"
"698","Bartholomew","Indiana","18005","IN","BARTHOLOMEW","BARTHOLOMEW IN"
"699","Benton","Indiana","18007","IN","BENTON","BENTON IN"
"700","Blackford","Indiana","18009","IN","BLACKFORD","BLACKFORD IN"
"701","Boone","Indiana","18011","IN","BOONE","BOONE IN"
"702","Brown","Indiana","18013","IN","BROWN","BROWN IN"
"703","Carroll","Indiana","18015","IN","CARROLL","CARROLL IN"
"704","Cass","Indiana","18017","IN","CASS","CASS IN"
"705","Clark","Indiana","18019","IN","CLARK","CLARK IN"
"706","Clay","Indiana","18021","IN","CLAY","CLAY IN"
"707","Clinton","Indiana","18023","IN","CLINTON","CLINTON IN"
"708","Crawford","Indiana","18025","IN","CRAWFORD","CRAWFORD IN"
"709","Daviess","Indiana","18027","IN","DAVIESS","DAVIESS IN"
"710","Dearborn","Indiana","18029","IN","DEARBORN","DEARBORN IN"
"711","Decatur","Indiana","18031","IN","DECATUR","DECATUR IN"
"712","DeKalb","Indiana","18033","IN","DEKALB","DEKALB IN"
"713","Delaware","Indiana","18035","IN","DELAWARE","DELAWARE IN"
"714","Dubois","Indiana","18037","IN","DUBOIS","DUBOIS IN"
"715","Elkhart","Indiana","18039","IN","ELKHART","ELKHART IN"
"716","Fayette","Indiana","18041","IN","FAYETTE","FAYETTE IN"
"717","Floyd","Indiana","18043","IN","FLOYD","FLOYD IN"
"718","Fountain","Indiana","18045","IN","FOUNTAIN","FOUNTAIN IN"
"719","Franklin","Indiana","18047","IN","FRANKLIN","FRANKLIN IN"
"720","Fulton","Indiana","18049","IN","FULTON","FULTON IN"
